100  150  1.29087
150  200  0.403973
200  250  0.152282
250  300  0.0654806
300  350  0.0285817
350  400  0.0147859
400  450  0.00673288
450  500  0.00330043
500  550  0.0023103
550  600  0.00145219
600  650  0.000462061
650  700  0.000594078
700  750  0.000132017
750  800  6.60087e-05
800  850  6.60087e-05
850  900  0
900  950  0
950  1000  6.60087e-05
